,key,Img_path,GD,OCMR,Is_OCMR_true,MolVec,Is_MolVec_true,OSRA,Is_OSRA_true,Imago,Is_Imago_true
262,P263,./images/P263.png,FC=1C=CC(=C(C1)NC(=O)C1=NC(=NC=C1)C1=C(C=CC=C1OC)F)N1[C@@H](CNCC1)C,COC1=C(C2=NC(C(=O)NC3=C(N4CCNC[C@H]4C)C=CC(F)=C3)=CC=N2)C(F)=CC=C1,1,COC1=C(C2=NC(C(=O)NC3=C(N4CCNC[C@H]4C)C=CC(F)=C3)=CC=N2)C(F)=CC=C1,1,COc1cccc(c1c1nccc(n1)C(=O)Nc1cc(F)ccc1N1CCNC[C@H]1C)F,1,CC1CNCCN1c1ccc(F)cc1NC=O.COc1cccc(F)c1-c1nccc(C)n1,0
263,P264,./images/P264.png,NC=1C(=C(C=C2C=C(N=CC12)NC(OC1CCOCC1)=O)C1=C(C2=C(OCCN2)N=C1)C)F,CC1=C(C2=CC3=CC(NC(=O)OC4CCOCC4)=NC=C3C(N)=C2F)C=NC2=C1NCCO2,1,C/C1=C(C2=CC3=CC(NC(=O)OC4CCOCC4)=NC=C3C(N)=C2F)/C=N\C2=C1NCCO2,1,O=C(Nc1ncc2c(c1)cc(c(c2N)F)c1cnc2c(c1C)NCCO2)OC1CCOCC1,1,Cc1c(-c2cc3cc(NC(=O)OC4CCOCC4)ncc3c(N)c2F)cnc2c1NCCO2,1
264,P265,./images/P265.png,NC=1C(=C(C=C2C=C(N=CC12)NC(OC1CN(C1)C)=O)C1=C(C2=C(OCCN2)N=C1)C)F,CC1=C(C2=CC3=CC(NC(=O)OC4CN(C)C4)=NC=C3C(N)=C2F)C=NC2=C1NCCO2,1,C/C1=C(C2=C\C3=CC(NC(=O)OC4CN(C)C4)=NC=C3/C(N)=C2/F)/C=N\C2=C1NCCO2,1,CN1CC(C1)OC(=O)Nc1ncc2c(c1)cc(c(c2N)F)c1cnc2c(c1C)NCCO2,1,CC.Cc1c(-c2cc3cc(NC(=O)OC4CN(C)C4)ncc3c(N)c2F)cnc2c1NCCO2,1
265,P266,./images/P266.png,NC=1C(=C(C=C2C=C(N=CC12)NC(OC1COCC1)=O)C1=C(C2=C(OCCN2)N=C1)C)F,CC1=C(C2=CC3=CC(NC(=O)OC4CCOC4)=NC=C3C(N)=C2F)C=NC2=C1NCCO2,1,C/C1=C(C2=CC3=CC(NC(=O)OC4CCOC4)=NC=C3C(N)=C2F)/C=N\C2=C1NCCO2,1,O=C(Nc1ncc2c(c1)cc(c(c2N)F)c1cnc2c(c1C)NCCO2)OC1CCOC1,1,CCCC(CCO)OC(=O)Nc1cc2cc(-c3cnc4c(c3C)NCCO4)c(F)c(N)c2cn1,0
266,P267,./images/P267.png,NC=1C(=C(C=C2C=C(N=CC12)NC(OC1CCNCC1)=O)C1=C(C2=C(OCCN2)N=C1)C)F,CC1=C(C2=CC3=CC(NC(=O)OC4CCNCC4)=NC=C3C(N)=C2F)C=NC2=C1NCCO2,1,C/C1=C(C2=CC3=CC(NC(=O)OC4CCNCC4)=NC=C3C(N)=C2F)/C=N\C2=C1NCCO2,1,O=C(Nc1ncc2c(c1)cc(c(c2N)F)c1cnc2c(c1C)NCCO2)OC1CCNCC1,1,Cc1c(-c2cc3cc(NC(=O)OC4CCNCC4)ncc3c(N)c2F)cnc2c1NCCO2,1
267,P268,./images/P268.png,NC=1C(=C(C=C2C=C(N=CC12)NC(OC1CCN(CC1)C)=O)C1=C(C2=C(OCCN2)N=C1)C)F,CC1=C(C2=CC3=CC(NC(=O)OC4CCN(C)CC4)=NC=C3C(N)=C2F)C=NC2=C1NCCO2,1,CC1=C(C2=CC3=C\C(NC(=O)OC4CCN(C)CC4)=N/C=C\3C(N)=C2F)C=NC2=C1NCCO2,1,CN1CCC(CC1)OC1OC1Nc1ncc2c(c1)cc(c(c2N)F)c1cnc2c(c1C)NCCO2,0,,0
268,P269,./images/P269.png,NC=1C(=C(C=C2C=C(N=CC12)NC(OC1CCN(CC1)C1COC1)=O)C1=C(C2=C(OCCN2)N=C1)C)F,CC1=C(C2=CC3=CC(NC(=O)OC4CCN(C5COC5)CC4)=NC=C3C(N)=C2F)C=NC2=C1NCCO2,1,C/C1=C(C2=CC3=C\C(NC(=O)OC4CCN(C5COC5)CC4)=N/C=C\3C(N)=C2F)/C=N\C2=C1NCCO2,1,O=C(Nc1ncc2c(c1)cc(c(c2N)F)c1cnc2c(c1C)NCCO2)OC1CCN(CC1)C1COC1,1,Cc1c(-c2cc3cc(NC(=O)OC4CCN(C5COC5)CC4)ncc3c(N)c2F)cnc2c1NCCO2,1
269,P270,./images/P270.png,NC=1C(=C(C=C2C=C(N=CC12)NC(OC1CCN(CC1)CC(F)(F)F)=O)C1=C(C2=C(OCCN2)N=C1)C)F,CC1=C(C2=CC3=CC(NC(=O)OC4CCN(CC(F)(F)F)CC4)=NC=C3C(N)=C2F)C=NC2=C1NCCO2,1,C/C1=C(C2=CC3=CC(NC(=O)OC4CCN(CC(F)(F)F)CC4)=NC=C3C(N)=C2F)/C=N\C2=C1NCCO2,1,O=C(Nc1ncc2c(c1)cc(c(c2N)F)c1cnc2c(c1C)NCCO2)OC1CCN(CC1)CC(F)(F)F,1,Cc1c(-c2cc3cc(NC(=O)OC4CCN(CC(F)(F)F)CC4)ncc3c(N)c2F)cnc2c1NCCO2,1
270,P271,./images/P271.png,NC=1C(=C(C=C2C=C(N=CC12)NC(OC1CC2(C1)CCN(CC2)C)=O)C=2C=NC=1CCCNC1C2C)F,CC1=C(C2=C(F)C(N)=C3C=NC(NC(=O)OC4CC5(CCN(C)CC5)C4)=CC3=C2)C=NC2=C1NCCC2,1,CC1=C(C2=C(F)C(N)=C3/C=N\C(NC(=O)OC4CC5(CCN(C)CC5)C4)=C/C3=C2)C=[N+2]2=C1NCCC2.CCC,0,CN1CCC2(CC1)CC(C2)OC(=O)Nc1ncc2c(c1)cc(c(c2N)F)c1cnc2c(c1C)NCCC2,1,Cc1c(-c2cc3cc(NC(=O)OC4CC5(CCN(C)CC5)C4)ncc3c(N)c2F)cnc2c1NCCC2,1
271,P272,./images/P272.png,NC=1C(=C(C=C2C=C(N=CC12)NC(OC1CC2(CN(C2)C(C)=O)C1)=O)C1=C(C2=C(OCCN2)N=C1)C)F,CC(=O)N1CC2(CC(OC(=O)NC3=CC4=CC(C5=C(C)C6=C(N=C5)OCCN6)=C(F)C(N)=C4C=N3)C2)C1,1,CC(=O)N1CC2(CC(OC(=O)NC3=C/C4=CC(C5=C(\C)C6=C(\N=C/5)OCCN6)=C(F)C(N)=C4/C=N\3)C2)C1,1,O=C(Nc1ncc2c(c1)cc(c(c2N)F)c1cnc2c(c1C)NCCO2)OC1CCN(CC1)C(=O)C,0,CC(=O)N1CC2(CC(OC(=O)Nc3cc4cc(-c5cnc6c(c5C)NCCO6)c(F)c(N)c4cn3)C2)C1,1
272,P273,./images/P273.png,NC=1C(=C(C=C2C=C(N=CC12)NC(OC1CC2(CN(C2)C)C1)=O)C=1C=NC=2CCCNC2C1C)F,CC1=C(C2=C(F)C(N)=C3C=NC(NC(=O)OC4CC5(C4)CN(C)C5)=CC3=C2)C=NC2=C1NCCC2,1,CC1=C(C2=C(F)/C(N)=C3/C=NC(NC(=O)OC4CC5(C4)CN(C)C5)=C/C3=C\2)C=NC2=C1NCCC2,1,CN1CCC(CC1)OC(=O)Nc1ncc2c(c1)cc(c(c2N)F)c1cnc2c(c1C)NCCC2,0,,0
273,P274,./images/P274.png,C(C)N(CCNC(=O)C1=C(NC(=C1C)\C=C\1/C(NC2=CC(=C(C=C12)C1=C(C2=C(OCCN2)N=C1)C)F)=O)C)CC,CCN(CC)CCNC(=O)C1=C(C)NC(C=C2C(=O)NC3=C2C=C(C2=C(C)C4=C(N=C2)OCCN4)C(F)=C3)=C1C,1,CCN(CC)CCNC(=O)C1=C(C)NC(/C=C2\C(=O)NC3=C2C=C(C2=C(C)C4=C(N=C2)OCCN4)C(F)=C3)=C1C,1,CCN(CCNC(=O)c1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(c(c2)F)c1cnc2c(c1C)NCCO2)CC,1,CCN(CC)CCC(C)(C)/C=C1\C(=O)Nc2cc(F)c(-c3cnc4c(c3C)NCCO4)cc21,0
274,P275,./images/P275.png,CC=1NC(=CN1)\C=C\1/C(NC2=CC=C(C=C12)C1=C(C2=C(OCCN2)C=C1)C)=O,CC1=NC=C(C=C2C(=O)NC3=C2C=C(C2=C(C)C4=C(C=C2)OCCN4)C=C3)N1,1,CC1=NC=C(/C=C2\C(=O)NC3=C2C=C(C2=C(C)C4=C(C=C2)OCCN4)C=C3)N1,1,O=C1Nc2c(/C/1=C/c1cnc([nH]1)C)cc(cc2)c1ccc2c(c1C)NCCO2,1,Cc1ncc(/C=C2\C(=O)Nc3ccc(-c4ccc5c(c4C)NCCO5)cc32)[nH]1,1
275,P276,./images/P276.png,CC1=C(C=C2/C(/C(NC2=C1)=O)=C/C1=CN=C(N1)C)C1=C(C2=C(OCCN2)N=C1)C,CC1=CC2=C(C=C1C1=C(C)C3=C(N=C1)OCCN3)C(=CC1=CN=C(C)N1)C(=O)N2,1,CC1=NC=C(/C=C2\C(=O)NC3=C2/C=C(C2=C(\C)C4=C(\N=C/2)OCCN4)\C(C)=C/3)N1,1,O=C1Nc2c(/C/1=C/c1cnc([nH]1)C)cc(c(c2)C)c1cnc2c(c1C)NCCO2,1,Cc1ncc(/C=C2\C(=O)Nc3cc(C)c(-c4cnc5c(c4C)NCCO5)cc32)[nH]1,1
276,P277,./images/P277.png,FC=1C=C(C(=C2/C(/C(NC12)=O)=C/C1=CN=C(N1)C)C)C1=C(C2=C(OCCN2)N=C1)C,CC1=NC=C(C=C2C(=O)NC3=C2C(C)=C(C2=C(C)C4=C(N=C2)OCCN4)C=C3F)N1,1,CC1=NC=C(/C=C2\C(=O)NC3=C2/C(C)=C(C2=C(C)C4=C(N=C2)OCCN4)\C=C/3F)N1,1,O=C1Nc2c(/C/1=C/c1cnc([nH]1)C)c(C)c(cc2F)c1cnc2c(c1C)NCCO2,1,Cc1ncc(/C=C2\C(=O)Nc3c(F)cc(-c4cnc5c(c4C)NCCO5)c(C)c32)[nH]1,1
277,P278,./images/P278.png,N1C2=C(OCC1)N=CC(=C2)C=2C(=C1/C(/C(NC1=C(C2)F)=O)=C/C2=CN=C(N2)C)C,CC1=NC=C(C=C2C(=O)NC3=C2C(C)=C(C2=CC4=C(N=C2)OCCN4)C=C3F)N1,1,CC1=NC=C(/C=C2\C(=O)NC3=C2/C(C)=C(C2=CC4=C(N=C2)OCCN4)\C=C/3F)N1,1,O=C1Nc2c(/C/1=C/c1cnc([nH]1)C)c(C)c(cc2F)c1cnc2c(c1)NCCO2,1,Cc1ncc(/C=C2\C(=O)Nc3c(F)cc(-c4cnc5c(c4)NCCO5)c(C)c32)[nH]1,1
278,P279,./images/P279.png,C(C)C=1NC(=C(N1)C)\C=C\1/C(NC2=CC=C(C=C12)C1=C(C2=C(OCCN2)N=C1)C)=O,CCC1=NC(C)=C(C=C2C(=O)NC3=C2C=C(C2=C(C)C4=C(N=C2)OCCN4)C=C3)N1,1,CCC1=NC(C)=C(/C=C2\C(=O)NC3=C2C=C(C2=C(C)C4=C(N=C2)OCCN4)C=C3)N1,1,CCc1nc(c([nH]1)/C=C/1\C(=O)Nc2c1cc(cc2)c1cnc2c(c1C)NCCO2)C,1,CC.CCc1nc(C)c(/C=C2\C(=O)Nc3ccc(-c4cnc5c(c4C)NCCO5)cc32)[nH]1,1
279,P280,./images/P280.png,ClC1=C(C=C2/C(/C(NC2=C1)=O)=C/C1=CN=C(N1)C)C1=C(C2=C(OCCN2)N=C1)C,CC1=NC=C(C=C2C(=O)NC3=C2C=C(C2=C(C)C4=C(N=C2)OCCN4)C(Cl)=C3)N1,1,CC1=NC=C(/C=C2\C(=O)NC3=C2C=C(C2=C(\C)C4=C(\N=C/2)OCCN4)C(Cl)=C3)N1,1,O=C1Nc2c(/C/1=C/c1cnc([nH]1)C)cc(c(c2)Cl)c1cnc2c(c1C)NCCO2,1,Cc1ncc(/C=C2\C(=O)Nc3cc(Cl)c(-c4cnc5c(c4C)NCCO5)cc32)[nH]1,1
280,P281,./images/P281.png,FC1=C(C=C2/C(/C(NC2=C1)=O)=C/C1=CN=C(N1)C)C1=C(C2=C(OCCN2)N=C1)C,CC1=NC=C(C=C2C(=O)NC3=C2C=C(C2=C(C)C4=C(N=C2)OCCN4)C(F)=C3)N1,1,CC1=NC=C(/C=C2\C(=O)NC3=C2C=C(C2=C(C)C4=C(N=C2)OCCN4)C(F)=C3)N1,1,O=C1Nc2c(/C/1=C/c1cnc([nH]1)C)cc(c(c2)F)c1cnc2c(c1C)NCCO2,1,,0
281,P282,./images/P282.png,C(C)N(CCNC(=O)C1=C(NC(=C1C)\C=C\1/C(NC2=C(C=C(C=C12)C1=C(C2=C(OCCN2)N=C1)C)F)=O)C)CC,CCN(CC)CCNC(=O)C1=C(C)NC(C=C2C(=O)NC3=C2C=C(C2=C(C)C4=C(N=C2)OCCN4)C=C3F)=C1C,1,CCN(CC)CCNC(=O)C1=C(C)NC(/C=C2\C(=O)NC3=C2C=C(C2=C(\C)C4=C(\N=C/2)OCCN4)C=C3F)=C1C,1,CCN(CCNC(=O)c1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(cc2F)c1cnc2c(c1C)NCCO2)CC,1,CCN(CC)CCC(C)(C)/C=C1\C(=O)Nc2c(F)cc(-c3cnc4c(c3C)NCCO4)cc21,0
282,P283,./images/P283.png,FC=1C=C(C=C2/C(/C(NC12)=O)=C/C1=CN=C(N1)C)C1=C(C2=C(OCCN2)N=C1)C,CC1=NC=C(C=C2C(=O)NC3=C2C=C(C2=C(C)C4=C(N=C2)OCCN4)C=C3F)N1,1,CC1=NC=C(/C=C2\C(=O)NC3=C2C=C(C2=C(C)C4=C(N=C2)OCCN4)C=C3F)N1,1,O=C1Nc2c(/C/1=C/c1cnc([nH]1)C)cc(cc2F)c1cnc2c(c1C)NCCO2,1,CC.Cc1ncc(/C=C2\C(=O)Nc3c(F)cc(-c4cnc5c(c4C)NCCO5)cc32)[nH]1,1
283,P284,./images/P284.png,CN1CC2=CC(=CC(=C2CC1)C)C=1N=C2C(=NC1)NC=C2C2=CC=C(C(=O)N(C)C)C=C2,CC1=CC(C2=NC3=C(N=C2)NC=C3C2=CC=C(C(=O)N(C)C)C=C2)=CC2=C1CCN(C)C2,1,C/C1=C/C(C2=NC3=C(N=C2)NC=C3C2=CC=C(C(=O)N(C)C)C=C2)=C\C2=C1CCN(C)C2.CCC,1,CN1CCc2c(C1)cc(cc2C)c1cnc2c(n1)c(c[nH]2)c1ccc(cc1)C(=O)N(C)C,1,Cc1cc(-c2cnc3[nH]cc(-c4ccc(C(=O)N(C)C)cc4)c3n2)cc2c1CCN(C)C2,1
284,P285,./images/P285.png,O[C@H](CN(C(C1=CC=C(C=C1)C1=CNC2=NC=C(N=C21)C=2C=C1CCN(CC1=C(C2)OC)C)=O)C)C,COC1=CC(C2=NC3=C(N=C2)NC=C3C2=CC=C(C(=O)N(C)C[C@H](C)O)C=C2)=CC2=C1CN(C)CC2,1,CCC.COC1=CC(C2=N/C3=C(\N=C/2)NC=C3C2=CC=C(C(=O)N(C)CC(C)O)C=C2)=CC2=C1CN(C)CC2,0,COc1cc(cc2c1CN(C)CC2)c1cnc2c(n1)c(c[nH]2)c1ccc(cc1)C(=O)N(C[C@@H](O)C)C,1,,0
285,P286,./images/P286.png,CN1CC2=CC(=CC(=C2CC1)C)C=1N=C2C(=NC1)NC=C2C2=CC(=C(C(=O)N(C)C[C@@H](C)O)C=C2)C,CC1=CC(C2=NC3=C(N=C2)NC=C3C2=CC(C)=C(C(=O)N(C)C[C@@H](C)O)C=C2)=CC2=C1CCN(C)C2,1,CC1=CC(C2=NC3=C(N=C2)NC=C3C2=CC(C)=C(C(=O)N(C)C[C@@H](C)O)C=C2)=CC2=C1CCN(C)C2,1,C[C@H](CN(C(=O)c1ccc(cc1C)c1c[nH]c2c1nc(cn2)c1cc(C)c2c(c1)CN(CC2)C)C)O,1,CC.Cc1cc(-c2c[nH]c3ncc(-c4cc(C)c5c(c4)CN(C)CC5)nc23)ccc1C(=O)N(C)C[C@@H](C)O,1
286,P287,./images/P287.png,CN1CC2=CC(=CC(=C2CC1)C)C=1N=C2C(=NC1)NC=C2C2=CC=C(C(=O)N(C)C[C@H](C)O)C=C2,CC1=CC(C2=NC3=C(N=C2)NC=C3C2=CC=C(C(=O)N(C)C[C@H](C)O)C=C2)=CC2=C1CCN(C)C2,1,CC1=CC(C2=NC3=C(N=C2)NC=C3C2=CC=C(C(=O)N(C)CC(C)O)C=C2)=CC2=C1CCN(C)C2,0,C[C@@H](CN(C(=O)c1ccc(cc1)c1c[nH]c2c1nc(cn2)c1cc(C)c2c(c1)CN(CC2)C)C)O,1,CC.Cc1cc(-c2cnc3[nH]cc(-c4ccc(C(=O)N(C)CC(C)O)cc4)c3n2)cc2c1CCN(C)C2,0
287,P288,./images/P288.png,O[C@H](CN(C(C1=C(C=C(C=C1)C1=CNC2=NC=C(N=C21)C=2C=C1CCN(CC1=C(C2)OC)C)C)=O)C)C,COC1=CC(C2=NC3=C(N=C2)NC=C3C2=CC(C)=C(C(=O)N(C)C[C@H](C)O)C=C2)=CC2=C1CN(C)CC2,1,CC.CO/C1=C/C(C2=NC3=C(N=C2)NC=C3C2=CC(C)=C(C(=O)N(C)CC(C)O)C=C2)=C\C2=C1CN(C)CC2,0,COc1cc(cc2c1CN(C)CC2)c1cnc2c(n1)c(c[nH]2)c1ccc(c(c1)C)C(=O)N(C[C@@H](O)C)C,1,COc1cc(-c2cnc3[nH]cc(-c4ccc(C(=O)N(C)CC(C)O)c(C)c4)c3n2)cc2c1CN(C)CC2,0
288,P289,./images/P289.png,FC1=C(C(=O)N(C[C@H]2COCC2)C)C(=CC(=C1)C1=CNC2=NC=C(N=C21)C=2C=C1CCN(CC1=C(C2)OC)C)F,COC1=CC(C2=NC3=C(N=C2)NC=C3C2=CC(F)=C(C(=O)N(C)C[C@@H]3CCOC3)C(F)=C2)=CC2=C1CN(C)CC2,1,CO/C1=C/C(C2=NC3=C(N=C2)NC=C3C2=CC(F)=C(C(=O)N(C)C[C@@H]3CCOC3)C(F)=C2)=C\C2=C1CN(C)CC2,1,COc1cc(cc2c1CN(C)CC2)c1cnc2c(n1)c(c[nH]2)c1cc(F)c(c(c1)F)C(=O)N(C[C@@H]1CCOC1)C,1,COc1cc(-c2cnc3[nH]cc(-c4cc(F)c(C(=O)N(C)CC5CCOC5)c(F)c4)c3n2)cc2c1CN(C)CC2,0
289,P290,./images/P290.png,FC1=C(C(=O)N(C[C@@H]2COCC2)C)C(=CC(=C1)C1=CNC2=NC=C(N=C21)C=2C=C1CCN(CC1=C(C2)OC)C)F,COC1=CC(C2=NC3=C(N=C2)NC=C3C2=CC(F)=C(C(=O)N(C)C[C@H]3CCOC3)C(F)=C2)=CC2=C1CN(C)CC2,1,CO/C1=C/C(C2=NC3=C(N=C2)NC=C3C2=CC(F)=C(C(=O)N(C)C[C@H]3CCOC3)C(F)=C2)=C\C2=C1CN(C)CC2,1,COc1cc(cc2c1CN(C)CC2)c1cnc2c(n1)c(c[nH]2)c1cc(F)c(c(c1)F)C(=O)N(C[C@H]1CCOC1)C,1,C1CCOC1.COc1cc(-c2cnc3[nH]cc(-c4cc(F)c(C(=O)N(C)C)c(F)c4)c3n2)cc2c1CN(C)CC2,0
290,P291,./images/P291.png,CN1CC2=CC(=CC(=C2CC1)C)C=1N=C2C(=NC1)NC=C2C2=CC=C(C(=O)N(C)C[C@@H](C)O)C=C2,CC1=CC(C2=NC3=C(N=C2)NC=C3C2=CC=C(C(=O)N(C)C[C@@H](C)O)C=C2)=CC2=C1CCN(C)C2,1,C/C1=C/C(C2=N/C3=C(\N=C/2)NC=C3C2=CC=C(C(=O)N(C)C[C@@H](C)O)C=C2)=C\C2=C1CCN(C)C2,1,C[C@H](CN(C(=O)c1ccc(cc1)c1c[nH]c2c1nc(cn2)c1cc(C)c2c(c1)CN(CC2)C)C)O,1,Cc1cc(-c2cnc3[nH]cc(-c4ccc(C(=O)N(C)C[C@@H](C)O)cc4)c3n2)cc2c1CCN(C)C2,1
291,P292,./images/P292.png,O[C@@H](CN(C(C1=CC=C(C=C1)C1=CNC2=NC=C(N=C21)C2=CC(=C1CCN(CC1=C2)CCN2CCOCC2)C)=O)C)C,CC1=CC(C2=CN=C3NC=C(C4=CC=C(C(=O)N(C)C[C@@H](C)O)C=C4)C3=N2)=CC2=C1CCN(CCN1CCOCC1)C2,1,CC1=CC(C2=CN=C3NC=C(C4=CC=C(C(=O)N(C)C[C@@H](C)O)C=C4)C3=N2)=CC2=C1CCN(CCN1CCOCC1)C2,1,C[C@H](CN(C(=O)c1ccc(cc1)c1c[nH]c2c1nc(cn2)c1cc(C)c2c(c1)CN(CC2)CCN1CCOCC1)C)O,1,CC.CCCN(C)C(=O)c1ccc(C2CNc3ncc(-c4ccc5c(c4)CN(CCN4CCOCC4)CC5)nc32)cc1.CO,0
292,P293,./images/P293.png,O[C@@H](CN(C(C1=CC=C(C=C1)C1=CNC2=NC=C(N=C21)C=2C=C1CCN(CC1=C(C2)OC)C)=O)C)C,COC1=CC(C2=CN=C3NC=C(C4=CC=C(C(=O)N(C)C[C@@H](C)O)C=C4)C3=N2)=CC2=C1CN(C)CC2,1,CCC.COC1=CC(C2=C\N=C3\NC=C(C4=CC=C(C(=O)N(C)C[C@@H](C)O)C=C4)\C3=N\2)=CC2=C1CN(C)CC2,1,COc1cc(cc2c1CN(C)CC2)c1cnc2c(n1)c(c[nH]2)c1ccc(cc1)C(=O)N(C[C@H](O)C)C,1,,0
293,P294,./images/P294.png,ClC=1C(=NC(=NC1)NC1=C(C=C2CCN(CC2=C1)C)OC)N1C2=C(OCC1)C=CC=C2,COC1=C(NC2=NC=C(Cl)C(N3CCOC4=C3C=CC=C4)=N2)C=C2CN(C)CCC2=C1,1,CC.COC1=C(NC2=NC=C(Cl)C(N3CCOC4=C3C=CC=C4)=N2)/C=C2\CN(C)CC\C2=C\1,1,COc1cc2CCN(Cc2cc1Nc1ncc(c(n1)N1CCOc2c1cccc2)Cl)C,1,CC.COc1cc2c(cc1Nc1ncc(Cl)c(N3CCOc4ccccc43)n1)CN(C)CC2,1
294,P295,./images/P295.png,ClC=1C(=NC(=NC1)NC1=C(C=C2CCN(CC2=C1)C)OC)N1C=C(C2=CC=CC=C12)C(=O)N(C)C,COC1=C(NC2=NC=C(Cl)C(N3C=C(C(=O)N(C)C)C4=C3C=CC=C4)=N2)C=C2CN(C)CCC2=C1,1,COC1=C(NC2=NC=C(Cl)C(N3/C=C(/C(=O)N(C)C)C4=C3C=CC=C4)=N2)/C=C2/CN(C)CC/C2=C\1,1,COc1cc2CCN(Cc2cc1Nc1ncc(c(n1)n1cc(c2c1cccc2)C(=O)N(C)C)Cl)C,1,CNC=O.COc1cc2c(cc1Nc1ncc(Cl)c(-n3cc(C)c4ccccc43)n1)CN(C)CC2,0
295,P296,./images/P296.png,N1(C=NC2=C1C=CC=C2)C2=NC(=NC=C2Cl)NC2=C(C=C1CCN(CC1=C2)C)OC,COC1=C(NC2=NC=C(Cl)C(N3C=NC4=C3C=CC=C4)=N2)C=C2CN(C)CCC2=C1,1,COC1=C(NC2=NC=C(Cl)C(N3/C=N\C4=C3C=CC=C4)=N2)/C=C2\CN(C)CC\C2=C\1,1,COc1cc2CCN(Cc2cc1Nc1ncc(c(n1)n1cnc2c1cccc2)Cl)C,1,COc1cc2c(cc1*13(C)=C(n4cnc5ccccc54)C1=C3)CN(C)CC2,0
296,P297,./images/P297.png,N1(C=CC2=CC=CC=C12)C1=NC(=NC=C1C(F)(F)F)NC1=C(C=C2CCN(CC2=C1)C)OC,COC1=C(NC2=NC=C(C(F)(F)F)C(N3C=CC4=C3C=CC=C4)=N2)C=C2CN(C)CCC2=C1,1,CCC.COC1=C(NC23=NC=C2(C(F)(F)F)C(N2/C=C\C4=C2C=CC=C4)=N3)C=C2CN(C)CCC2=C1,0,COc1cc2CCN(Cc2cc1Nc1ncc(c(n1)n1ccc2c1cccc2)C(F)(F)F)C,1,CCCC.COc1cc2c(cc1Nc1ncc(C(F)(F)F)c(N)n1)CN(C)CC2,0
297,P298,./images/P298.png,ClC=1C(=NC(=NC1)NC1=C(C=C2CCN(CC2=C1)C)OC)N1C=C(C2=CC=CC=C12)F,COC1=C(NC2=NC=C(Cl)C(N3C=C(F)C4=C3C=CC=C4)=N2)C=C2CN(C)CCC2=C1,1,CCC.COC1=C(NC23=NC=C2(Cl)C(N2/C=C(/F)C4=C2C=CC=C4)=N3)C=C2CN(C)CCC2=C1,0,COc1cc2CCN(Cc2cc1Nc1ncc(c(n1)n1cc(c2c1cccc2)F)Cl)C,1,CCC(C)F.COc1cc2c(cc1Nc1ncc(Cl)c(N)n1)CN(C)CC2,0
298,P299,./images/P299.png,ClC=1C(=NC(=NC1)NC1=C(C=C2CCN(CC2=C1)C)OC)N1C=C(C2=CC=CC=C12)S(=O)(=O)C,COC1=C(NC2=NC=C(Cl)C(N3C=C(S(C)(=O)=O)C4=C3C=CC=C4)=N2)C=C2CN(C)CCC2=C1,1,CCC.COC1=C(NC23=NC=C2(Cl)C(N2/C=C(/CO=O)C4=C2C=CC=C4)=N3)/C=C2/CN(C)CC/C2=C\1,0,COc1cc2CCN(Cc2cc1Nc1ncc(c(n1)n1cc(c2c1cccc2)S(=O)(=O)C)Cl)C,1,COc1cc2c(cc1Nc1ncc(Cl)c(-n3cc(SC)c4ccccc43)n1)CN(C)CC2,0
299,P300,./images/P300.png,ClC=1C(=NC(=NC1)NC1=C(C=C2CCN(CC2=C1)C)OC)N1CC(C2=CC=CC=C12)S(=O)(=O)C,COC1=C(NC2=NC=C(Cl)C(N3CC(S(C)(=O)=O)C4=C3C=CC=C4)=N2)C=C2CN(C)CCC2=C1,1,CC.COC1=C(NC2=NC=C(Cl)C(N3C[C@]4(CS4(=O)=O)C4=C3C=CC=C4)=N2)\C=C2\CN(C)CC\C2=C\1,0,COc1cc2CCN(Cc2cc1Nc1ncc(c(n1)N1CC(c2c1cccc2)S(=O)(=O)C)Cl)C,1,,0
300,P301,./images/P301.png,ClC=1C(=NC(=NC1)NC1=C(C=C2CCN(CC2=C1)C)OC)N1C=C(C2=CC=CC=C12)CS(=O)(=O)C,COC1=C(NC2=NC=C(Cl)C(N3C=C(CS(C)(=O)=O)C4=C3C=CC=C4)=N2)C=C2CN(C)CCC2=C1,1,CC.COC1=C(NC2=NC=C(Cl)C(N3/C=C(/[C@@H]4CS4(=O)=O)C4=C3C=CC=C4)=N2)/C=C2\CN(C)CC\C2=C\1,0,COc1cc2CCN(Cc2cc1Nc1ncc(c(n1)n1cc(c2c1cccc2)CS(=O)(=O)C)Cl)C,1,CN1CCc2cc3c(cc2C1)*312(C)=CC1=C2.CO.CSCc1c[nH]c2ccccc12,0
301,P302,./images/P302.png,ClC=1C(=NC(=NC1)NC1=C(C=C2CCN(CC2=C1)C)OC)N1C=C(C2=CC=CC=C12)S(=O)(=O)N,COC1=CC2=C(C=C1NC1=NC=C(Cl)C(N3C=C(S(N)(=O)=O)C4=C3C=CC=C4)=N1)CN(C)CC2,1,CCC.COC1=CC2=C(C=C1NC13=NC=C1(Cl)C(N1/C=C(/S(N)(=O)=O)C4=C1C=CC=C4)=N3)CN(C)CC2,0,COc1cc2CCN(Cc2cc1Nc1ncc(c(n1)n1cc(c2c1cccc2)S(=O)(=O)N)Cl)C,1,,0
